other	25
other	14
Third Party Correspondence	24
Rating Decision - Narrative	17
VA Form 10182 Notice of Disagreement	93
SOC	1338
Form 9	66
VA 27-0820 Report of General Information	10
Medical Treatment Record - Government Facility	20
Correspondence	29
Form 8	13
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	21
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	16
BVA Decision	33
RAMP Opt-in Election	86
Rating Decision - Codesheet	65
Power of Attorney (incl. VA 21-22, VA 22a)	250
Deferred Rating (e.g. VA Form 21-6789)	90
other	12
VETSNET Award Print	22
other	34
other	18
other	15
Correspondence	170
Rating Decision - Codesheet	65
other	18
Correspondence	19
AMA Notification Letter	19
Correspondence	13
Medical Treatment Record - Government Facility	121
VA Form 10182 Notice of Disagreement	29
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	17
Medical Treatment Record - Non-Government Facility	20
Hearing Testimony	20
SOC	20
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	40
SOC	21
Rating Decision - Narrative	60
Rating Decision - Codesheet	13
RAMP Opt-In Notice	11
Rating Decision - Narrative	17
Rating Decision - Codesheet	11
VA Form 10182 Notice of Disagreement	39
AMA Notification Letter	11
Deferred Rating (e.g. VA Form 21-6789)	27
Third Party Correspondence	49
Third Party Correspondence	10
Third Party Correspondence	10
Power of Attorney (incl. VA 21-22, VA 22a)	24
BVA-General	23
Third Party Correspondence	11
Deferred Rating (e.g. VA Form 21-6789)	21
Correspondence	57
AMA Notification Letter	50
VA Form 10182 Notice of Disagreement	150
VA Form 10182 Notice of Disagreement	17
Correspondence	11
SOC	190
Rating Decision - Codesheet	39
Rating Decision - Narrative	27
Rating Decision - Narrative	26
NOD	28
Rating Decision - Narrative	60
Rating Decision - Narrative	22
NOD	78
NOD	20
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	21
Correspondence	21
Correspondence	14
Exam Request	14
VA 21-4142a General Release for Medical Provider Information	11
Medical Treatment Record - Non-Government Facility	14
Buddy / Lay Statement	11
VA 21-526EZ, Fully Developed Claim (Compensation)	59
VA 21-4138 Statement In Support of Claim	118
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	275
Rating Decision - Codesheet	65
Rating Decision - Codesheet	45
VA 21-526EZ, Fully Developed Claim (Compensation)	14
Correspondence	10
CAPRI	12
CAPRI	24
Correspondence	14
Correspondence	11
VA 10-7131 Exchange of Beneficiary Information and Request for Administrative and Adjudicative Action	31
Award Print	21
Medical Treatment Record - Non-Government Facility	10
Third Party Correspondence	32
AMA Notification Letter	21
BVA Decision	65
VA 21-4138 Statement In Support of Claim	12
VA Form 10182 Notice of Disagreement	15
Rating Decision - Narrative	18
other	21
Rating Decision - Narrative	905613
other	24
Correspondence	54
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	29
other	16
other	48
SOC	29
VA 21-526EZ, Fully Developed Claim (Compensation)	12
other	47
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
other	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	26
DMC - First Demand Letter	32
Request for Certification by Social Security Administration	23
VA 21-0820 Report of General Information	15
VA 24-0296 Direct Deposit Enrollment	10
Correspondence	12
FOIA/Privacy Act Request	10
SSA/SSI Letter	17
Correspondence	10
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	13
AMA Notification Letter	35
VA Form 10182 Notice of Disagreement	135
VA Form 10182 Notice of Disagreement	17
Rating Decision - Narrative	77
MAP-D Development Letter	11
Third Party Correspondence	41
VETSNET Award Print	15
VA 572 Request for Change of Address / Cancellation of Direct Deposit	13
Medical Treatment Record - Non-Government Facility	15
VA 572 Request for Change of Address / Cancellation of Direct Deposit	11
other	16
other	15
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	15
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	27
VA Form 10182 Notice of Disagreement	24
Rating Decision - Narrative	19
Correspondence	19
other	61
Correspondence	16
NOD	32
SOC	15
Correspondence	103
Power of Attorney (incl. VA 21-22, VA 22a)	10
other	42
SOC	15
other	18
VA 21-526EZ, Fully Developed Claim (Compensation)	10
VA 21-4138 Statement In Support of Claim	16
VA 21-4138 Statement In Support of Claim	14
other	24
Rating Decision - Narrative	136410
Power of Attorney (incl. VA 21-22, VA 22a)	80
Rating Decision - Narrative	22
Rating Decision - Codesheet	23
Third Party Correspondence	17
VA Form 10182 Notice of Disagreement	83364
Rating Decision - Narrative	40
CAPRI	13
BVA Decision	27
Rating Decision - Narrative	19
SOC	24
VA Form 10182 Notice of Disagreement	116
Rating Decision - Narrative	43
VA Form 10182 Notice of Disagreement	47
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	83
VA Form 20-0996 Request for Higher-Level Review	25
Rating Decision - Narrative	36
BVA Decision	24
RAMP Opt-In Notice	21
Rating Decision - Narrative	71
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	16
VAMC Report of Hospitalization	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
Award Print	23
Remand BVA or CAVC	21
other	17
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	17
Rating Decision - Narrative	10
other	11
other	44
other	10
other	11
other	48
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
VETSNET Award Print	10
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	11
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	35
Rating Decision - Narrative	10
Death Certificate	13
Correspondence	47
Correspondence	12
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	15
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	22
Higher Level Review	59
Award Print	19
Correspondence	33
VA Form 10182 Notice of Disagreement	16
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	34
Rating Decision - Narrative	19
Rating Decision - Narrative	19
Rating Decision - Narrative	14
Rating Decision - Codesheet	40
VA 21-526EZ, Fully Developed Claim (Compensation)	10
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	10
VA Exam Worksheet	59
VA 21-526EZ, Fully Developed Claim (Compensation)	18
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	39
BVA Decision	35
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	13
Congressionals	29
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	22
SF 180 Request Pertaining to Military Records	22
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	18
DD 214 Certified Original - Certificate of Release or Discharge From Active Duty	19
DD 214 Certified Original - Certificate of Release or Discharge From Active Duty	54
Rating Decision - Narrative	10
Rating Decision - Narrative	24
Rating Decision - Narrative	140
Rating Decision - Codesheet	26
Rating Decision - Codesheet	72
Rating Decision - Codesheet	44
Rating Decision - Codesheet	34
other	10
VA Exam Worksheet	10
C&P Exam	10
VETSNET Award Print	51
CAPRI	10
other	136
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	11
VA Form 10182 Notice of Disagreement	31
BVA Decision	65
BVA Decision	782
Power of Attorney (incl. VA 21-22, VA 22a)	28
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	12
Rating Decision - Narrative	29
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	18
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	36
Correspondence	46
Rating Decision - Codesheet	34
SSOC	169
SSOC	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	14
Agent Fee Agreement	39
Request for Application	31
NOD	13
Third Party Correspondence	41
BVA Letter	12
C&P Exam	19
C&P Exam	12
AMA Notification Letter	30
VA 21-4138 Statement In Support of Claim	63
other	70
other	13
Correspondence	227
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	10
VA Form 10182 Notice of Disagreement	54
Rating Decision - Narrative	12
Rating Decision - Codesheet	10
Rating Decision - Narrative	32
Rating Decision - Narrative	54728
VA Form 10182 Notice of Disagreement	16
Subsequent Development Letter	662
Rating Decision - Narrative	11
Rating Decision - Narrative	827
VA 21-4142 Authorization for Release of Information	22
Appeal Checklist	36
VA 21-2507a Request for Physical Examination	461700
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	106
CAPRI	22
Exam Request	10
VA Form 10182 Notice of Disagreement	83137
Rating Decision - Narrative	19
Third Party Correspondence	10
VA Form 10182 Notice of Disagreement	29
Rating Decision - Codesheet	15
CAPRI	35
Rating Decision - Codesheet	14
Third Party Correspondence	19
Correspondence	10
SSA Profile and Benefit Data	14
Subsequent Development Letter	10
VA 21-674 Report of School Attendance	15
VA 21-8940 Veterans Application for Increased Compensation Based on Unemployability	11
NOD	11
VA 21-4107 Your Rights to Appeal Our Decision	13
Appeal Notification Letter	109699
Rating Decision - Narrative	338728
AMA Notification Letter	1202657
C&P Exam	2076
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	130
AMA Notification Letter	14
Correspondence	13
Privacy Act Request Acknowledgement Letter	14
BVA Decision	51
VA 21-4138 Statement In Support of Claim	17
Correspondence	22
Rating Decision - Narrative	14
C&P Exam	50
C&P Exam	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	29
Correspondence	19
Correspondence	43
VA Form 10182 Notice of Disagreement	25
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	15
SSOC	14
Rating Decision - Narrative	12
BVA Decision	27
Rating Decision - Codesheet	10
VA 27-0820 Report of General Information	43
Hearing Transcript	98
NOD	29
VA Form 10182 Notice of Disagreement	192924
VA Form 20-0998 Your Rights to Seek Further Review of Our Decision	44
Rating Decision - Narrative	270458
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	34
Rating Decision - Narrative	12
other	11
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	10
VA 28-8832 Application for Counseling	16
VA Form 10182 Notice of Disagreement	23
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	28
Exam Request	10
VA Exam Worksheet	18
VA 21-526EZ, Fully Developed Claim (Compensation)	10
Award Print	32
NOD	43
Military Personnel Record	89
VA 21-4138 Statement In Support of Claim	11
VA Form 10182 Notice of Disagreement	12
SOC	15
AMA Notification Letter	13
VA 646 Statement of Accredited Representative in Appealed Case	35
Rating Decision - Narrative	764
VA 21-526EZ, Fully Developed Claim (Compensation)	11
VA Exam Worksheet	54
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	36
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	27
Rating Decision - Narrative	10
CAPRI	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
C&P Exam	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	13
other	10
Correspondence	40
other	10
VA 21-526EZ, Fully Developed Claim (Compensation)	176
C&P Exam	222
C&P Exam	14
Web / HTML Documents	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
Motion to Advance on Docket	57
BVA Decision	26
Motion to Advance on Docket	30
RAMP Opt-in Election	13
Rating Decision - Narrative	15
VA Form 10182 Notice of Disagreement	57
Rating Decision - Narrative	48
BVA Decision	68
RAMP Opt-In Notice	15
RAMP Opt-in Election	12
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	84
Correspondence	10
Appeal Notification Letter	15
C&P Exam	11
Email Correspondence	10
Subsequent Development Letter	10
VA Form 10182 Notice of Disagreement	23
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	14
VA 21-4138 Statement In Support of Claim	42
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
Award Print	11
Rating Decision - Narrative	10
Public Voucher (Form 1047) Attorney Fee Release	16
Administrative Decision	21
Rating Decision - Narrative	17
Fiscal Transaction (18) Establish Attorney Fee	10
SSA Profile and Benefit Data	75
VA Form 20-0998 Your Rights to Seek Further Review of Our Decision	10
Rating Decision - Narrative	15
Correspondence	18
VA 21-4138 Statement In Support of Claim	25
VR-15 10-Day Letter	11
other	14
Rating Decision - Narrative	11
Rating Decision - Narrative	25
VA Form 20-0998 Your Rights to Seek Further Review of Our Decision	11
Third Party Correspondence	35
SSOC	16
SSOC	19
Attorney Fee Calculation Spreadsheet	13
Correspondence	21
VA Form 10182 Notice of Disagreement	164
Rating Decision - Narrative	501
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	240
VA 20-8270 C&P Master Record Audit Writeout	37
Rating Decision - Codesheet	25
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	25
Rating Decision - Codesheet	20
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
VA 21-4138 Statement In Support of Claim	10
VA 21-4138 Statement In Support of Claim	19
VA 10-5345 Request For and Authorization to Release Medical or Health Information	26
Correspondence	23
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	12
VA 21-534 Application for Dependency and Indemnity Compensation or Death Pension by a Surviving Spouse or Child	15
Affidavit	12
Email Correspondence	13
Affidavit	18
NOD	82
Death Certificate	10
Divorce Decree	24
SSA-24 Application for Survivors Benefits	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
Affidavit	10
Third Party Correspondence	47
Agent Fee Agreement	66
NOD	10
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	39
Divorce Decree	21
Court Documents - General	12
Marriage Certificate / License	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	38
Rating Decision - Codesheet	10
Correspondence	48
Power of Attorney (incl. VA 21-22, VA 22a)	40
Agent Fee Agreement	107
Power of Attorney (incl. VA 21-22, VA 22a)	23
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	12
Court Documents - General	12
VA 21-534 Application for Dependency and Indemnity Compensation or Death Pension by a Surviving Spouse or Child	18
Rating Decision - Codesheet	37
Third Party Correspondence	10
Third Party Correspondence	10
Rating Decision - Narrative	46
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	24
Agent Fee Agreement	10
Power of Attorney (incl. VA 21-22, VA 22a)	70
Divorce Decree	14
VA 21-534 Application for Dependency and Indemnity Compensation or Death Pension by a Surviving Spouse or Child	11
VCAA/DTA Letter	12
Affidavit	49
Affidavit	40
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	93
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	15
NOD	10
VCAA Notice Acknowledgement	23
Court Documents - General	15
VA 21-534EZ Application for Dependency and Indemnity Compensation or Death Pension by a Surviving Spouse or Child	65
VCAA/DTA Letter	100
Court Documents - General	90
Power of Attorney (incl. VA 21-22, VA 22a)	10
Medical Treatment Record - Non-Government Facility	43
other	10598
other	28
Rating Decision - Narrative	16
Rating Decision - Narrative	11
Rating Decision - Narrative	11
Rating Decision - Narrative	11
Rating Decision - Narrative	15
other	37
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	22
Correspondence	13
Court Documents - General	29
Deferred Rating (e.g. VA Form 21-6789)	16
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
Correspondence	19
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	30
VA 21-8947 Compensation and Pension Award	16
Email Correspondence	10
VA 21-4138 Statement In Support of Claim	15
Correspondence	43
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	28
Email Correspondence	62
Email Correspondence	42
Rating Decision - Codesheet	26
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	13
other	547
Rating Decision - Codesheet	21
Rating Decision - Codesheet	14
Rating Decision - Narrative	27
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	28
VA 21-534EZ Application for Dependency and Indemnity Compensation or Death Pension by a Surviving Spouse or Child	63
Rating Decision - Narrative	22
Rating Decision - Narrative	11
Deferred Rating (e.g. VA Form 21-6789)	27
Correspondence	11
SHARE Print Screens	154
other	10
Medical Treatment Record - Non-Government Facility	76
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
Rating Decision - Narrative	12
Rating Decision - Narrative	27
Rating Decision - Narrative	67
Exam Request	13
VA Form 10182 Notice of Disagreement	184
Medical Treatment Record - Non-Government Facility	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	231
Rating Decision - Codesheet	485
other	16
other	17
Correspondence	11
SOC	69
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	63
Rating Decision - Narrative	17
Award Print	10
VA 21-4138 Statement In Support of Claim	17
VA Form 10182 Notice of Disagreement	18
AMA Notification Letter	43
Medical Treatment Record - Government Facility	18
VA Form 10182 Notice of Disagreement	244447
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	18
Rating Decision - Narrative	609044
Rating Decision - Narrative	966920
VA 21-0820 Report of General Information	22
Correspondence	22
Correspondence	20
Power of Attorney (incl. VA 21-22, VA 22a)	20
VA 70-3288 Request for and Consent to Release of Information from Claimants Records	37
Power of Attorney (incl. VA 21-22, VA 22a)	17
Agent Fee Agreement	11
Agent Fee Agreement	53
Rating Decision - Narrative	11
Rating Decision - Codesheet	55
other	30
Rating Decision - Narrative	43
Medical Treatment Record - Non-Government Facility	104
Correspondence	17
Deferred Rating (e.g. VA Form 21-6789)	83
Correspondence	94
other	11
VA 21-4138 Statement In Support of Claim	43
BVA Letter	215
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	17
VA 5571 Authorization to Disclose a Record in the Presence of a Third Party	43
Correspondence	10
Correspondence	92
other	50
VA 21-4138 Statement In Support of Claim	212
VA 21-4138 Statement In Support of Claim	551
Medical Treatment Record - Non-Government Facility	254
other	1559
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	53
other	55
Correspondence	398
C&P Exam	10
other	48
RAMP Opt-In Notice	27
Correspondence	274
Appeal Process Request Letter	71
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	43
C&P Exam	13
VA 21-0820 Report of General Information	11
other	181
Medical Treatment Record - Non-Government Facility	12
Third Party Correspondence	21
VA Exam Worksheet	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	125
VA 21-4142 Authorization for Release of Information	364
Rating Decision - Narrative	970
CAPRI	384
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	74
STR - Medical - Photocopy	328
VA Memo	19
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	51
Birth Certificate	17
VA Memo	47
Third Party Correspondence	17
Third Party Correspondence	102
VA 21-4138 Statement In Support of Claim	17
Education - General	18
VA 21-4170 Statement of Marital Relationship	19
VA 20-6560 Notice of Benefit Payment	79
Correspondence	11
Administrative Decision	21
VA 21-4142 Authorization for Release of Information	717
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	20
Correspondence	10
Affidavit	17
VA 21-526 Veterans Application for Compensation or Pension	85
Miscellaneous C&P Correspondence	15
Medical Treatment Record - Non-Government Facility	17
VA 21-526 Veterans Application for Compensation or Pension	90
VA 21-0820 Report of General Information	56
Medical Treatment Record - Non-Government Facility	181
Correspondence	10
Congressionals	100
VA Examination	82
VA 21-3101 Request for Information	12
VA 21-4142 Authorization for Release of Information	217
Deferred Rating (e.g. VA Form 21-6789)	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	25
VA Examination	29
Third Party Correspondence	85
Rating Decision - Codesheet	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	195
VA 21-4138 Statement In Support of Claim	130
Third Party Correspondence	11
VA 21-2507a Request for Physical Examination	48
CAPRI	75
CAPRI	57
CAPRI	13
VA Examination	30
VA Examination	133
Rating Decision - Codesheet	56
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	17
VCAA/DTA Letter	324
Rating Decision - Narrative	361
Rating Decision - Codesheet	141930
Rating Decision - Codesheet	14131
Affidavit	995
MAP-D Development Letter	44
SHARE Print Screens	86098
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	78070
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	27
Hearing Transcript	14
Rating Decision - Narrative	10
other	16
other	56
VA 27-0820 Report of General Information	12
Deferred Rating (e.g. VA Form 21-6789)	11
other	88
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	15
VETSNET Award Print	41
SOC	21
Rating Decision - Narrative	25
Form 9	91
Correspondence	15
VA 21-4142a General Release for Medical Provider Information	16
VA 27-0820 Report of General Information	69603
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	17662
Correspondence	13
VA 21-2680 Examination for Housebound Status or Permanent Need for Regular Aid and Attendance	11
Rating Decision - Narrative	16
Correspondence	33
other	14
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	18
VA Form 10182 Notice of Disagreement	21
Rating Decision - Narrative	14
Rating Decision - Narrative	10
BVA Letter	13
VA 21-4138 Statement In Support of Claim	12
Rating Decision - Narrative	10
VA 26-1817 Request for Determination of Loan Guaranty Eligibility - Unremarried Surviving Spouses	23
C&P Exam	14
VA Form 10182 Notice of Disagreement	13
BVA Letter	24
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	13
Rating Decision - Narrative	13
Rating Decision - Narrative	35202
other	18
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	16
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	147
Rating Decision (e.g. VA Form 21-6796)	10
Rating Decision - Codesheet	57
Rating Decision - Codesheet	10
Rating Decision - Codesheet	18
Rating Decision - Codesheet	71
VA 21-8940 Veterans Application for Increased Compensation Based on Unemployability	31
CAPRI	19
Buddy / Lay Statement	22
Rating Decision - Codesheet	10
other	10
other	13
VA 21-2507a Request for Physical Examination	28
VETSNET Award Print	66
other	18
Medical Treatment Record - Government Facility	51
Medical Treatment Record - Government Facility	24
other	37
SSOC	18
RAMP Opt-In Notice	10
Hearing Transcript	28
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	15
Correspondence	16
Power of Attorney (incl. VA 21-22, VA 22a)	22
BVA Letter	18
Buddy / Lay Statement	14
Buddy / Lay Statement	25
Buddy / Lay Statement	15
Attorney Fee or Memo	13
VA Form 10182 Notice of Disagreement	34
Attorney Fee Calculation Spreadsheet	16
Rating Decision - Narrative	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	19
Rating Decision - Narrative	24
Rating Decision - Narrative	28
Motion to Advance on Docket	25
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	36
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	38
other	12
other	4748
Correspondence	41
Correspondence	10
Audit Error Worksheet	248315
other	22
Correspondence	13
VETSNET Award Print	11
other	85
VA 21-22 Appointment of Veterans Serv. Org. as Claimant Rep	594
FOIA/Privacy Act Request	13
RAMP Opt-In Notice	18
Rating Decision - Narrative	19
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	1907
VA Form 10182 Notice of Disagreement	56
SOC	48
Third Party Correspondence	13
AMA Notification Letter	11
VA Form 10182 Notice of Disagreement	29
Rating Decision - Narrative	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	13
VA 21-4138 Statement In Support of Claim	10
Correspondence	12
Correspondence	19
VA Form 20-0995 Supplemental Claim Application	13
Rating Decision - Narrative	196
Rating Decision - Codesheet	12
VA Form 10182 Notice of Disagreement	19
VA Form 10182 Notice of Disagreement	14
Correspondence	10
Rating Decision - Narrative	25
Rating Decision - Narrative	37
Rating Decision - Narrative	26
VA Form 10182 Notice of Disagreement	20
VA Form 20-0995 Supplemental Claim Application	37
VA 21-4138 Statement In Support of Claim	60
other	12
other	13
other	11
Rating Decision - Narrative	15
VRE Correspondence	21
Third Party Correspondence	37
Third Party Correspondence	10
VA Form 28-1902b, Counseling Record-Narrative Report	25
VA Form 28-1900 Disabled Veterans Application for Vocational Rehabilitation	20
Third Party Correspondence	58
VA 27-0820 Report of General Information	10
VR-03 Appointment Letter - Initial Evaluation with VRC	13
Appeal Checklist	16
Email Correspondence	11
Correspondence	14
VA 28-1900 Disabled Veterans Application for Vocational Rehabilitation	25
BVA Letter	20
VA Form 10182 Notice of Disagreement	24
VA Form 10182 Notice of Disagreement	10
Fax Cover Sheet	11
Correspondence	15
other	11
VA Form 10182 Notice of Disagreement	24
Rating Decision - Narrative	11
Rating Decision - Narrative	14
Correspondence	11
VA 21-0538 Status of Dependents Questionnaire	3166
other	241
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	10
Medical Treatment Record - Non-Government Facility	334334
Rating Decision - Narrative	516574
Correspondence	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	35
Third Party Correspondence	48
VA Form 10182 Notice of Disagreement	33
Subsequent Development Letter	10
AMA Notification Letter	12
Rating Decision - Narrative	11
VA Form 20-0995 Supplemental Claim Application	17
BVA Decision	35
other	107
SOC	16
SOC	26
NOD	17
NOD	51
Rating Decision - Narrative	28
VA 21-526EZ, Fully Developed Claim (Compensation)	41
other	11
SOC	18
Returned Mail	56
AMA Notification Letter	14
Award Print	10
SOC	10
Standard 5103 Notice	10
AMA Notification Letter	13
VA Form 10182 Notice of Disagreement	10
BVA Letter	11
FOIA Request Acknowledgement Letter	26
CAPRI	10
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	59
Form 8	11
BVA Letter	166
VA 646 Statement of Accredited Representative in Appealed Case	2650
NOD	35
NOD	25
VA Form 10182 Notice of Disagreement	155
AMA Notification Letter	98
VA Memo	23
Correspondence	13
Appellate Brief (VSO IHP; Post remand Brief; Attorney Brief)	1598
Remand BVA or CAVC	54
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	104
VA 21-526EZ, Fully Developed Claim (Compensation)	35
Correspondence	12
Correspondence	13
RAMP Opt-in Election	10
C&P Exam	1304
CAVC Decision	53
DRO Process Explanation Letter	21
Appeal Notification Letter	13
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	20
SOC	44
SOC	19
VA 21-0966 Intent to File	35
Form 9	72
Correspondence	26
Privacy Act Request Acknowledgement Letter	89
Correspondence	226
Rating Decision - Narrative	49
Rating Decision - Narrative	10
Award Print	15
Medical Treatment Record - Non-Government Facility	11
Standard 5103 Notice	16
Rating Decision - Codesheet	15
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	11
C&P Exam	13
C&P Exam	16
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	14
AMA Notification Letter	11
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	12
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
VA Form 20-0996 Request for Higher-Level Review	11
other	14
Correspondence	13
Rating Decision - Narrative	40
Rating Decision - Narrative	30
Rating Decision - Codesheet	32
Correspondence	11
other	13
VA 21-4138 Statement In Support of Claim	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
Rating Decision - Narrative	10
VA Exam Worksheet	23
other	15
Correspondence	12
Rating Decision - Codesheet	10
VA Exam Worksheet	10
C&P Exam	10
Notification Letter (e.g. VA 20-8993, VA 21-0290, PCGL)	10
Certificate of Release or Discharge From Active Duty (e.g. DD 214, NOAA 56-16, PHS 1867)	14
Correspondence	10
Correspondence	22
BDN Print Screens	12
other	13
VA 21-0781, Statement in Support of Claim for PTSD	13
other	14
